name,sections,max enrolment,bold info,req,year,term
En 141,1,15,"max enrollment: 15 students // class closed, see instructor for  waitlist",advanced hum,23,FA
En/VC 160B,1,15,maximum enrollment: 15 students,advanced hum,23,FA
En 180,1,15,maximum enrollment: 15 students,advanced hum,23,FA
H/HPS 131,1,15,max enrollment: 15 students,advanced hum,23,FA
H/HPS 133,1,15,max enrollment: 15 students,advanced hum,23,FA
H  192,1,25,max enrollment: 25 students,advanced hum,23,FA
HPS/Pl 123,1,15,maximum enrollment: 15 students,advanced hum,23,FA
HPS/Pl 125,1,15,maximum enrollment: 15 students,advanced hum,23,FA
HPS/Pl 136,1,15,open by lottery only; see link on the REGIS home page to enter by  May 24th // maximum enrollment: 15 students,advanced hum,23,FA
Pl/HPS 183,1,15,max enrollment: 15 students,advanced hum,23,FA
Hum/H 001,1,18,attendance at first class is required // maximum enrollment: 18  students // class closed to continuing students until term start,frosh hum,23,FA
Hum/H/HPS 018,2,36,attendance at first class is required // maximum enrollment: 18  students per section// class closed to continuing students until term  start,frosh hum,23,FA
Hum/En 028,1,18,attendance at first class is required // maximum enrollment: 18  students // class closed to continuing students until term start,frosh hum,23,FA
Hum/En 029,1,18,attendance at first class is required // maximum enrollment: 18  students // class closed to continuing students until term start,frosh hum,23,FA
Hum/En 035,1,18,attendance at first class is required // maximum enrollment: 18  students // class closed to continuing students until term start,frosh hum,23,FA
Hum/Pl 040,1,18,attendance at first class is required // maximum enrollment: 18  students // class closed to continuing students until term start,frosh hum,23,FA
Hum/Pl 045,2,36,attendance at first class is required // maximum enrollment: 18  students per section // class closed to continuing students until term start,frosh hum,23,FA
Hum/VC 049,1,18,attendance at first class is required // maximum enrollment: 18  students // class closed to continuing students until term start,frosh hum,23,FA
Hum/VC 050,1,18,attendance at first class is required // maximum enrollment: 18  students // class closed - see instructor for waitlist,frosh hum,23,FA
Hum059,1,18,attendance at first class is required // maximum enrollment: 18  students // class closed to continuing students until term start //  counts towards first-year humanities requirement under the history ,frosh hum,23,FA
Hum114A,1,15,taught concurrently with L 114a // max enrollment: 15 students,advanced hum,23,FA
Mu 138,1,15,maximum enrollment: 15 students,advanced hum,23,FA
L/VC 111,1,15,max enrollment: 15 students,advanced hum,23,FA
VC 171,1,15,maximum enrollment: 15 students,advanced hum,23,FA
